review_order,contact_sheet,tile_index,image_id,relative_path,mineral_label,four_class_label,four_class_id,mindat_photo_id,split_group_id,split,review_decision,review_reason,expert_note,reviewer,review_date
39,ilmenite_002.jpg,14,VTM-000240,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p519885_316_raw.jpg,ilmenite,target_mineral,0,519885,DG-86fa5301b539,val,keep,,,,
40,ilmenite_002.jpg,15,VTM-000264,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p667348_033_raw.jpg,ilmenite,target_mineral,0,667348,DG-da94223b5a67,test,keep,,,,
41,ilmenite_002.jpg,16,VTM-000273,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p689534_220_raw.jpg,ilmenite,target_mineral,0,689534,DG-92b8961f8b7b,train,keep,,,,
42,ilmenite_002.jpg,17,VTM-000284,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p727695_257_raw.jpg,ilmenite,target_mineral,0,727695,DG-d26f6a5196a8,val,keep,,,,
43,ilmenite_002.jpg,18,VTM-000285,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p734633_241_raw.jpg,ilmenite,target_mineral,0,734633,DG-acd642196a86,train,keep,,,,
44,ilmenite_002.jpg,19,VTM-000295,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p772238_252_raw.jpg,ilmenite,target_mineral,0,772238,DG-022950aec806,test,keep,,,,
45,ilmenite_002.jpg,20,VTM-000298,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p778043_238_raw.jpg,ilmenite,target_mineral,0,778043,DG-92e88f8c1435,train,keep,,,,
46,ilmenite_002.jpg,21,VTM-000299,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p788054_207_raw.jpg,ilmenite,target_mineral,0,788054,DG-4acd172d5c76,train,keep,,,,
47,ilmenite_002.jpg,22,VTM-000301,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p788057_226_raw.jpg,ilmenite,target_mineral,0,788057,DG-10ca9bdb3163,train,keep,,,,
48,ilmenite_002.jpg,23,VTM-000306,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p797650_085_raw.jpg,ilmenite,target_mineral,0,797650,DG-870b4e8c4b66,train,keep,,,,
49,ilmenite_002.jpg,24,VTM-000307,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p801385_006_raw.jpg,ilmenite,target_mineral,0,801385,DG-a7eccdebae54,train,keep,,,,
50,ilmenite_002.jpg,25,VTM-000310,raw_positive/ilmenite_ti_mineral/ilmenite_mindat_p847906_138_raw.jpg,ilmenite,target_mineral,0,847906,DG-c6200b22741f,train,exclude,microscope_image,,,
1,magnetite_001.jpg,1,VTM-000344,raw_positive/magnetite_proxy/magnetite_mindat_p002875_1315_raw.jpg,magnetite,target_mineral,0,2875,DG-2f8cebc5b197,test,keep,,,,
2,magnetite_001.jpg,2,VTM-000371,raw_positive/magnetite_proxy/magnetite_mindat_p019023_054_raw.jpg,magnetite,target_mineral,0,19023,DG-bbe06a80c712,train,keep,,,,
3,magnetite_001.jpg,3,VTM-000384,raw_positive/magnetite_proxy/magnetite_mindat_p024661_873_raw.jpg,magnetite,target_mineral,0,24661,DG-15f64d115742,train,keep,,,,
4,magnetite_001.jpg,4,VTM-000387,raw_positive/magnetite_proxy/magnetite_mindat_p027086_1340_raw.jpg,magnetite,target_mineral,0,27086,DG-5041ac9db730,train,keep,,,,
5,magnetite_001.jpg,5,VTM-000393,raw_positive/magnetite_proxy/magnetite_mindat_p032845_474_raw.jpg,magnetite,target_mineral,0,32845,DG-3f40939f066b,test,keep,,,,
6,magnetite_001.jpg,6,VTM-000440,raw_positive/magnetite_proxy/magnetite_mindat_p051817_418_raw.jpg,magnetite,target_mineral,0,51817,DG-26e215fcf397,test,keep,,,,
7,magnetite_001.jpg,7,VTM-000486,raw_positive/magnetite_proxy/magnetite_mindat_p081505_757_raw.jpg,magnetite,target_mineral,0,81505,DG-3404a4c37c78,test,keep,,,,
8,magnetite_001.jpg,8,VTM-000495,raw_positive/magnetite_proxy/magnetite_mindat_p091045_275_raw.jpg,magnetite,target_mineral,0,91045,DG-cd33cc03272a,test,keep,,,,
9,magnetite_001.jpg,9,VTM-000499,raw_positive/magnetite_proxy/magnetite_mindat_p093619_930_raw.jpg,magnetite,target_mineral,0,93619,DG-4b652882b7af,val,keep,,,,
10,magnetite_001.jpg,10,VTM-000554,raw_positive/magnetite_proxy/magnetite_mindat_p1048337_829_raw.jpg,magnetite,target_mineral,0,1048337,DG-d69aeb666d37,train,keep,,,,
11,magnetite_001.jpg,11,VTM-000562,raw_positive/magnetite_proxy/magnetite_mindat_p1053172_832_raw.jpg,magnetite,target_mineral,0,1053172,DG-48e5a8f5c2f6,val,keep,,,,
12,magnetite_001.jpg,12,VTM-000616,raw_positive/magnetite_proxy/magnetite_mindat_p1130270_1297_raw.jpg,magnetite,target_mineral,0,1130270,DG-8627d5243277,train,keep,,,,
13,magnetite_001.jpg,13,VTM-000645,raw_positive/magnetite_proxy/magnetite_mindat_p1166874_585_raw.jpg,magnetite,target_mineral,0,1166874,DG-1e092660f768,train,keep,,,,
14,magnetite_001.jpg,14,VTM-000654,raw_positive/magnetite_proxy/magnetite_mindat_p1172673_668_raw.jpg,magnetite,target_mineral,0,1172673,DG-870455a260e3,train,keep,,,,
15,magnetite_001.jpg,15,VTM-000706,raw_positive/magnetite_proxy/magnetite_mindat_p1239083_597_raw.jpg,magnetite,target_mineral,0,1239083,DG-d50e4e968b94,train,keep,,,,
16,magnetite_001.jpg,16,VTM-000747,raw_positive/magnetite_proxy/magnetite_mindat_p131886_1160_raw.jpg,magnetite,target_mineral,0,131886,DG-a67ab9fa59e2,train,keep,,,,
17,magnetite_001.jpg,17,VTM-000783,raw_positive/magnetite_proxy/magnetite_mindat_p134642_1327_raw.jpg,magnetite,target_mineral,0,134642,DG-9ccb51cb0fa8,val,exclude,wrong_label,,,
18,magnetite_001.jpg,18,VTM-000819,raw_positive/magnetite_proxy/magnetite_mindat_p1378981_1135_raw.jpg,magnetite,target_mineral,0,1378981,DG-a8a0f6dcdc40,test,exclude,microscope_image,,,
19,magnetite_001.jpg,19,VTM-000825,raw_positive/magnetite_proxy/magnetite_mindat_p1381478_1119_raw.jpg,magnetite,target_mineral,0,1381478,DG-bcdfe30dd225,val,keep,,,,
20,magnetite_001.jpg,20,VTM-000919,raw_positive/magnetite_proxy/magnetite_mindat_p151437_1307_raw.jpg,magnetite,target_mineral,0,151437,DG-e093a55c5608,train,keep,,,,
21,magnetite_001.jpg,21,VTM-000921,raw_positive/magnetite_proxy/magnetite_mindat_p1514678_600_raw.jpg,magnetite,target_mineral,0,1514678,DG-95cbae7597bf,train,keep,,,,
22,magnetite_001.jpg,22,VTM-000924,raw_positive/magnetite_proxy/magnetite_mindat_p1517575_1139_raw.jpg,magnetite,target_mineral,0,1517575,DG-47aebd820b64,train,exclude,microscope_image,,,
23,magnetite_001.jpg,23,VTM-000956,raw_positive/magnetite_proxy/magnetite_mindat_p167455_426_raw.jpg,magnetite,target_mineral,0,167455,DG-d1c217138732,train,keep,,,,
24,magnetite_001.jpg,24,VTM-000957,raw_positive/magnetite_proxy/magnetite_mindat_p167644_424_raw.jpg,magnetite,target_mineral,0,167644,DG-e9f60f9cd8a9,val,keep,,,,
25,magnetite_001.jpg,25,VTM-000979,raw_positive/magnetite_proxy/magnetite_mindat_p183638_182_raw.jpg,magnetite,target_mineral,0,183638,DG-c34b51fe7901,train,keep,,,,
26,magnetite_002.jpg,1,VTM-001007,raw_positive/magnetite_proxy/magnetite_mindat_p213013_400_raw.jpg,magnetite,target_mineral,0,213013,DG-ce6525f8700a,test,keep,,,,
27,magnetite_002.jpg,2,VTM-001043,raw_positive/magnetite_proxy/magnetite_mindat_p251513_966_raw.jpg,magnetite,target_mineral,0,251513,DG-0b41a4c2c776,train,keep,,,,
28,magnetite_002.jpg,3,VTM-001046,raw_positive/magnetite_proxy/magnetite_mindat_p251633_925_raw.jpg,magnetite,target_mineral,0,251633,DG-02686e525e12,train,keep,,,,
29,magnetite_002.jpg,4,VTM-001118,raw_positive/magnetite_proxy/magnetite_mindat_p315660_091_raw.jpg,magnetite,target_mineral,0,315660,DG-a844be169da1,val,keep,,,,
30,magnetite_002.jpg,5,VTM-001129,raw_positive/magnetite_proxy/magnetite_mindat_p330392_544_raw.jpg,magnetite,target_mineral,0,330392,DG-fe2618c191cd,test,keep,,,,
31,magnetite_002.jpg,6,VTM-001145,raw_positive/magnetite_proxy/magnetite_mindat_p346404_176_raw.jpg,magnetite,target_mineral,0,346404,DG-2e049c65edf0,test,keep,,,,
32,magnetite_002.jpg,7,VTM-001187,raw_positive/magnetite_proxy/magnetite_mindat_p382261_173_raw.jpg,magnetite,target_mineral,0,382261,DG-245731258dee,val,keep,,,,
33,magnetite_002.jpg,8,VTM-001203,raw_positive/magnetite_proxy/magnetite_mindat_p394689_1030_raw.jpg,magnetite,target_mineral,0,394689,DG-7c411471435c,train,keep,,,,
34,magnetite_002.jpg,9,VTM-001209,raw_positive/magnetite_proxy/magnetite_mindat_p399615_620_raw.jpg,magnetite,target_mineral,0,399615,DG-bd767b2649c6,train,keep,,,,
35,magnetite_002.jpg,10,VTM-001231,raw_positive/magnetite_proxy/magnetite_mindat_p429590_197_raw.jpg,magnetite,target_mineral,0,429590,DG-0d3eb9899a40,train,keep,,,,
36,magnetite_002.jpg,11,VTM-001292,raw_positive/magnetite_proxy/magnetite_mindat_p515802_1039_raw.jpg,magnetite,target_mineral,0,515802,DG-8b852254d1fc,test,keep,,,,
37,magnetite_002.jpg,12,VTM-001304,raw_positive/magnetite_proxy/magnetite_mindat_p521514_939_raw.jpg,magnetite,target_mineral,0,521514,DG-bdaffa012f1b,test,keep,,,,
38,magnetite_002.jpg,13,VTM-001330,raw_positive/magnetite_proxy/magnetite_mindat_p543280_576_raw.jpg,magnetite,target_mineral,0,543280,DG-cb2866ff68c8,train,keep,,,,
39,magnetite_002.jpg,14,VTM-001374,raw_positive/magnetite_proxy/magnetite_mindat_p591691_1034_raw.jpg,magnetite,target_mineral,0,591691,DG-9fae17d4348f,val,keep,,,,
40,magnetite_002.jpg,15,VTM-001392,raw_positive/magnetite_proxy/magnetite_mindat_p616889_493_raw.jpg,magnetite,target_mineral,0,616889,DG-f3cf499f9364,train,keep,,,,
41,magnetite_002.jpg,16,VTM-001399,raw_positive/magnetite_proxy/magnetite_mindat_p629378_406_raw.jpg,magnetite,target_mineral,0,629378,DG-41d0e5580b6a,train,keep,,,,
42,magnetite_002.jpg,17,VTM-001438,raw_positive/magnetite_proxy/magnetite_mindat_p677818_1068_raw.jpg,magnetite,target_mineral,0,677818,DG-7255a46e94a7,train,keep,,,,
43,magnetite_002.jpg,18,VTM-001470,raw_positive/magnetite_proxy/magnetite_mindat_p710876_1103_raw.jpg,magnetite,target_mineral,0,710876,DG-244379d19690,val,keep,,,,
44,magnetite_002.jpg,19,VTM-001479,raw_positive/magnetite_proxy/magnetite_mindat_p720511_204_raw.jpg,magnetite,target_mineral,0,720511,DG-19326df2ae33,train,keep,,,,
45,magnetite_002.jpg,20,VTM-001508,raw_positive/magnetite_proxy/magnetite_mindat_p757270_190_raw.jpg,magnetite,target_mineral,0,757270,DG-b60b684846fa,val,keep,,,,
46,magnetite_002.jpg,21,VTM-001549,raw_positive/magnetite_proxy/magnetite_mindat_p808604_200_raw.jpg,magnetite,target_mineral,0,808604,DG-e6c0b993fa55,val,keep,,,,
47,magnetite_002.jpg,22,VTM-001567,raw_positive/magnetite_proxy/magnetite_mindat_p838345_634_raw.jpg,magnetite,target_mineral,0,838345,DG-7832d33d6fe4,train,exclude,microscope_image,,,
48,magnetite_002.jpg,23,VTM-001597,raw_positive/magnetite_proxy/magnetite_mindat_p880391_513_raw.jpg,magnetite,target_mineral,0,880391,DG-8696b53bb753,test,keep,,,,
49,magnetite_002.jpg,24,VTM-001647,raw_positive/magnetite_proxy/magnetite_mindat_p925019_632_raw.jpg,magnetite,target_mineral,0,925019,DG-ae5736a445f1,val,keep,,,,
50,magnetite_002.jpg,25,VTM-001664,raw_positive/magnetite_proxy/magnetite_mindat_p962673_535_raw.jpg,magnetite,target_mineral,0,962673,DG-4742712dff64,test,keep,,,,
1,perovskite_001.jpg,1,VTM-006520,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p009593_182_raw.jpg,perovskite,ti_bearing_negative,1,9593,DG-7fbec651449d,train,keep,,,,
2,perovskite_001.jpg,2,VTM-006525,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p014428_237_raw.jpg,perovskite,ti_bearing_negative,1,14428,DG-fa7f228dc4d5,val,keep,,,,
3,perovskite_001.jpg,3,VTM-006534,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p036393_021_raw.jpg,perovskite,ti_bearing_negative,1,36393,DG-3046ae5b083d,val,keep,,,,
4,perovskite_001.jpg,4,VTM-006539,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p042643_023_raw.jpg,perovskite,ti_bearing_negative,1,42643,DG-c00b5cc39d02,train,keep,,,,
5,perovskite_001.jpg,5,VTM-006549,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p056011_314_raw.jpg,perovskite,ti_bearing_negative,1,56011,DG-ee06d368012f,train,keep,,,,
6,perovskite_001.jpg,6,VTM-006550,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p056631_313_raw.jpg,perovskite,ti_bearing_negative,1,56631,DG-e3a1e6339ffd,test,keep,,,,
7,perovskite_001.jpg,7,VTM-006556,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p059835_319_raw.jpg,perovskite,ti_bearing_negative,1,59835,DG-08a2c5d00eef,train,keep,,,,
8,perovskite_001.jpg,8,VTM-006567,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p094106_015_raw.jpg,perovskite,ti_bearing_negative,1,94106,DG-435b2166fcfd,test,keep,,,,
9,perovskite_001.jpg,9,VTM-006586,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p105356_200_raw.jpg,perovskite,ti_bearing_negative,1,105356,DG-6ee1f44d1bfd,train,keep,,,,
10,perovskite_001.jpg,10,VTM-006590,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p1067507_107_raw.jpg,perovskite,ti_bearing_negative,1,1067507,DG-3d50b9f848fa,val,keep,,,,
11,perovskite_001.jpg,11,VTM-006604,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p112753_003_raw.jpg,perovskite,ti_bearing_negative,1,112753,DG-4abb473b2a3f,train,keep,,,,
12,perovskite_001.jpg,12,VTM-006608,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p1130059_122_raw.jpg,perovskite,ti_bearing_negative,1,1130059,DG-52df5dde0067,train,keep,,,,
13,perovskite_001.jpg,13,VTM-006612,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p1142470_063_raw.jpg,perovskite,ti_bearing_negative,1,1142470,DG-8794655ab0b0,test,keep,,,,
14,perovskite_001.jpg,14,VTM-006620,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p1162198_451_raw.jpg,perovskite,ti_bearing_negative,1,1162198,DG-cf96751ec6cc,val,keep,,,,
15,perovskite_001.jpg,15,VTM-006625,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p1228612_342_raw.jpg,perovskite,ti_bearing_negative,1,1228612,DG-76addff51c9b,train,keep,,,,
16,perovskite_001.jpg,16,VTM-006640,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p1360198_170_raw.jpg,perovskite,ti_bearing_negative,1,1360198,DG-b2e0b9a9e609,train,keep,,,,
17,perovskite_001.jpg,17,VTM-006647,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p1408542_109_raw.jpg,perovskite,ti_bearing_negative,1,1408542,DG-8d8763f17b67,train,keep,,,,
18,perovskite_001.jpg,18,VTM-006653,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p141882_397_raw.jpg,perovskite,ti_bearing_negative,1,141882,DG-8acc97e99e5e,train,keep,,,,
19,perovskite_001.jpg,19,VTM-006660,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p144572_196_raw.jpg,perovskite,ti_bearing_negative,1,144572,DG-a4e5f29727db,train,keep,,,,
20,perovskite_001.jpg,20,VTM-006669,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p167633_018_raw.jpg,perovskite,ti_bearing_negative,1,167633,DG-ca7fc283c3e0,train,keep,,,,
21,perovskite_001.jpg,21,VTM-006687,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p194437_047_raw.jpg,perovskite,ti_bearing_negative,1,194437,DG-42cd0a0af54b,train,keep,,,,
22,perovskite_001.jpg,22,VTM-006690,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p201305_117_raw.jpg,perovskite,ti_bearing_negative,1,201305,DG-c08a159b0112,val,exclude,microscope_image,,,
23,perovskite_001.jpg,23,VTM-006692,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p204952_323_raw.jpg,perovskite,ti_bearing_negative,1,204952,DG-61c9215808c8,val,keep,,,,
24,perovskite_001.jpg,24,VTM-006699,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p214660_307_raw.jpg,perovskite,ti_bearing_negative,1,214660,DG-427884a43332,test,keep,,,,
25,perovskite_001.jpg,25,VTM-006703,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p230391_396_raw.jpg,perovskite,ti_bearing_negative,1,230391,DG-144ec4f75b63,train,keep,,,,
26,perovskite_002.jpg,1,VTM-006705,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p233471_399_raw.jpg,perovskite,ti_bearing_negative,1,233471,DG-334327407d16,train,keep,,,,
27,perovskite_002.jpg,2,VTM-006713,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p256968_248_raw.jpg,perovskite,ti_bearing_negative,1,256968,DG-1ec37aa5e726,test,keep,,,,
28,perovskite_002.jpg,3,VTM-006717,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p261212_197_raw.jpg,perovskite,ti_bearing_negative,1,261212,DG-f419ae6bbbb4,test,keep,,,,
29,perovskite_002.jpg,4,VTM-006726,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p278911_403_raw.jpg,perovskite,ti_bearing_negative,1,278911,DG-a320fcd7c060,train,keep,,,,
30,perovskite_002.jpg,5,VTM-006741,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p297415_026_raw.jpg,perovskite,ti_bearing_negative,1,297415,DG-0d7cb77e1bd3,train,keep,,,,
31,perovskite_002.jpg,6,VTM-006744,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p301438_261_raw.jpg,perovskite,ti_bearing_negative,1,301438,DG-fdc1f9631da8,train,keep,,,,
32,perovskite_002.jpg,7,VTM-006754,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p315270_022_raw.jpg,perovskite,ti_bearing_negative,1,315270,DG-8b7ddf3cd66e,val,keep,,,,
33,perovskite_002.jpg,8,VTM-006776,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p407342_329_raw.jpg,perovskite,ti_bearing_negative,1,407342,DG-9ab5cff83fcc,train,keep,,,,
34,perovskite_002.jpg,9,VTM-006804,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p490306_239_raw.jpg,perovskite,ti_bearing_negative,1,490306,DG-ffa9af1548d4,train,keep,,,,
35,perovskite_002.jpg,10,VTM-006809,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p524269_410_raw.jpg,perovskite,ti_bearing_negative,1,524269,DG-52eb4c4698ac,train,keep,,,,
36,perovskite_002.jpg,11,VTM-006811,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p524925_436_raw.jpg,perovskite,ti_bearing_negative,1,524925,DG-324aa3fb993b,test,keep,,,,
37,perovskite_002.jpg,12,VTM-006818,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p542775_365_raw.jpg,perovskite,ti_bearing_negative,1,542775,DG-73cc4e599178,train,keep,,,,
38,perovskite_002.jpg,13,VTM-006821,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p564970_439_raw.jpg,perovskite,ti_bearing_negative,1,564970,DG-1f359c0dcffa,train,keep,,,,
39,perovskite_002.jpg,14,VTM-006828,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p574860_230_raw.jpg,perovskite,ti_bearing_negative,1,574860,DG-572c6e1b29cf,test,keep,,,,
40,perovskite_002.jpg,15,VTM-006830,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p579309_127_raw.jpg,perovskite,ti_bearing_negative,1,579309,DG-aedb2a41c8a9,train,keep,,,,
41,perovskite_002.jpg,16,VTM-006840,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p603708_423_raw.jpg,perovskite,ti_bearing_negative,1,603708,DG-014e00a5d7f5,val,keep,,,,
42,perovskite_002.jpg,17,VTM-006849,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p627540_265_raw.jpg,perovskite,ti_bearing_negative,1,627540,DG-b1f251cf666f,train,keep,,,,
43,perovskite_002.jpg,18,VTM-006857,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p659689_269_raw.jpg,perovskite,ti_bearing_negative,1,659689,DG-80ecad8594fb,train,keep,,,,
44,perovskite_002.jpg,19,VTM-006861,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p703953_177_raw.jpg,perovskite,ti_bearing_negative,1,703953,DG-14e9cb9d296e,train,keep,,,,
45,perovskite_002.jpg,20,VTM-006865,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p722160_009_raw.jpg,perovskite,ti_bearing_negative,1,722160,DG-63548c1d61c2,train,keep,,,,
46,perovskite_002.jpg,21,VTM-006869,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p776528_363_raw.jpg,perovskite,ti_bearing_negative,1,776528,DG-a80c4689c96d,train,keep,,,,
47,perovskite_002.jpg,22,VTM-006870,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p790445_066_raw.jpg,perovskite,ti_bearing_negative,1,790445,DG-bd0f44b9a219,test,keep,,,,
48,perovskite_002.jpg,23,VTM-006872,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p799515_041_raw.jpg,perovskite,ti_bearing_negative,1,799515,DG-63b9e212d13b,train,keep,,,,
49,perovskite_002.jpg,24,VTM-006883,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p866233_167_raw.jpg,perovskite,ti_bearing_negative,1,866233,DG-601c7764236b,train,keep,,,,
50,perovskite_002.jpg,25,VTM-006885,raw_negative/ti_bearing_negative/perovskite/perovskite_mindat_p872503_364_raw.jpg,perovskite,ti_bearing_negative,1,872503,DG-6501daf28f81,train,keep,,,,
1,pyrite_001.jpg,1,VTM-005027,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p005358_page1_058_raw.jpg,pyrite,metallic_hard_negative,3,5358,DG-a471068e7ddf,train,keep,,,,
2,pyrite_001.jpg,2,VTM-005029,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p007001_page1_010_raw.jpg,pyrite,metallic_hard_negative,3,7001,DG-8cb379e0c81e,val,keep,,,,
3,pyrite_001.jpg,3,VTM-005033,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p017064_page6_018_raw.jpg,pyrite,metallic_hard_negative,3,17064,DG-48018e5e27ec,train,keep,,,,
4,pyrite_001.jpg,4,VTM-005036,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p021042_page1_006_raw.jpg,pyrite,metallic_hard_negative,3,21042,DG-d73c0b1285e5,val,keep,,,,
5,pyrite_001.jpg,5,VTM-005048,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p031480_page1_015_raw.jpg,pyrite,metallic_hard_negative,3,31480,DG-75f9cedcedbc,train,keep,,,,
6,pyrite_001.jpg,6,VTM-005054,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p039594_page4_013_raw.jpg,pyrite,metallic_hard_negative,3,39594,DG-bebe81210f06,train,keep,,,,
7,pyrite_001.jpg,7,VTM-005055,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p039631_page4_012_raw.jpg,pyrite,metallic_hard_negative,3,39631,DG-9e10fc231ca0,train,keep,,,,
8,pyrite_001.jpg,8,VTM-005056,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p040846_page4_011_raw.jpg,pyrite,metallic_hard_negative,3,40846,DG-93096a3f948d,train,keep,,,,
9,pyrite_001.jpg,9,VTM-005057,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p040928_page4_007_raw.jpg,pyrite,metallic_hard_negative,3,40928,DG-99844870524b,train,keep,,,,
10,pyrite_001.jpg,10,VTM-005058,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p044645_page4_005_raw.jpg,pyrite,metallic_hard_negative,3,44645,DG-ffe21902e227,val,keep,,,,
11,pyrite_001.jpg,11,VTM-005069,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p052211_page1_004_raw.jpg,pyrite,metallic_hard_negative,3,52211,DG-fa8b5bfd0ab3,train,keep,,,,
12,pyrite_001.jpg,12,VTM-005073,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p060132_page1_017_raw.jpg,pyrite,metallic_hard_negative,3,60132,DG-3f4220185ca1,train,keep,,,,
13,pyrite_001.jpg,13,VTM-005083,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p070330_page6_022_raw.jpg,pyrite,metallic_hard_negative,3,70330,DG-999f78030c4b,train,keep,,,,
14,pyrite_001.jpg,14,VTM-005085,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p081644_page5_024_raw.jpg,pyrite,metallic_hard_negative,3,81644,DG-12fcd338d127,train,keep,,,,
15,pyrite_001.jpg,15,VTM-005096,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p1060214_page3_020_raw.jpg,pyrite,metallic_hard_negative,3,1060214,DG-a634e7073d04,train,exclude,microscope_image,,,
16,pyrite_001.jpg,16,VTM-005102,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p111786_page1_003_raw.jpg,pyrite,metallic_hard_negative,3,111786,DG-2b0ce78a18cf,train,keep,,,,
17,pyrite_001.jpg,17,VTM-005103,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p1118667_page2_008_raw.jpg,pyrite,metallic_hard_negative,3,1118667,DG-ec13d88396e7,train,keep,,,,
18,pyrite_001.jpg,18,VTM-005113,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p117033_page1_001_raw.jpg,pyrite,metallic_hard_negative,3,117033,DG-ed8a4022937f,val,keep,,,,
19,pyrite_001.jpg,19,VTM-005115,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p117549_page4_019_raw.jpg,pyrite,metallic_hard_negative,3,117549,DG-c34d4792c592,train,keep,,,,
20,pyrite_001.jpg,20,VTM-005121,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p1211223_page5_011_raw.jpg,pyrite,metallic_hard_negative,3,1211223,DG-31988d6f57e2,val,exclude,,,,
21,pyrite_001.jpg,21,VTM-005124,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p129759_page4_015_raw.jpg,pyrite,metallic_hard_negative,3,129759,DG-2f6f0442810d,val,keep,,,,
22,pyrite_001.jpg,22,VTM-005129,raw_negative/metallic_hard_negative/pyrite/pyrite_mindat_p1381744_page5_016_raw.jpg,pyrite,metallic_hard_negative,3,1381744,DG-1a89d206e5ed,test,exclude,microscope_image,,,
